,casual,count,datetime,registered
665,22,268,2011-03-28 17:00:00,264
666,18,247,2011-03-28 18:00:00,255
667,8,158,2011-03-28 19:00:00,194
668,7,134,2011-03-28 20:00:00,146
669,7,97,2011-03-28 21:00:00,98
670,3,66,2011-03-28 22:00:00,72
671,3,47,2011-03-28 23:00:00,40
672,3,24,2011-03-29 00:00:00,23
673,0,7,2011-03-29 01:00:00,5
674,0,10,2011-03-29 02:00:00,8
675,0,2,2011-03-29 03:00:00,2
676,0,3,2011-03-29 04:00:00,3
677,0,16,2011-03-29 05:00:00,17
678,1,63,2011-03-29 06:00:00,58
679,5,152,2011-03-29 07:00:00,201
680,11,283,2011-03-29 08:00:00,364
681,15,170,2011-03-29 09:00:00,176
682,15,102,2011-03-29 10:00:00,75
683,19,99,2011-03-29 11:00:00,96
684,20,142,2011-03-29 12:00:00,167
685,20,116,2011-03-29 13:00:00,155
686,23,140,2011-03-29 14:00:00,168
687,27,141,2011-03-29 15:00:00,171
688,26,172,2011-03-29 16:00:00,191
689,23,328,2011-03-29 17:00:00,372
690,22,287,2011-03-29 18:00:00,325
691,10,172,2011-03-29 19:00:00,189
692,11,147,2011-03-29 20:00:00,159
693,8,94,2011-03-29 21:00:00,103
694,7,66,2011-03-29 22:00:00,72
695,7,49,2011-03-29 23:00:00,43
696,4,21,2011-03-30 00:00:00,18
697,2,14,2011-03-30 01:00:00,9
698,1,8,2011-03-30 02:00:00,7
699,0,4,2011-03-30 03:00:00,3
700,0,4,2011-03-30 04:00:00,3
701,1,18,2011-03-30 05:00:00,16
702,2,66,2011-03-30 06:00:00,64
703,9,172,2011-03-30 07:00:00,198
704,15,277,2011-03-30 08:00:00,361
705,14,167,2011-03-30 09:00:00,179
706,19,108,2011-03-30 10:00:00,75
707,19,110,2011-03-30 11:00:00,92
708,19,122,2011-03-30 12:00:00,97
709,21,115,2011-03-30 13:00:00,95
710,23,107,2011-03-30 14:00:00,88
711,4,55,2011-03-30 15:00:00,30
712,4,78,2011-03-30 16:00:00,82
713,4,134,2011-03-30 17:00:00,166
714,3,162,2011-03-30 18:00:00,191
715,3,117,2011-03-30 19:00:00,130
716,2,61,2011-03-30 20:00:00,78
717,0,61,2011-03-30 21:00:00,53
718,0,44,2011-03-30 22:00:00,35
719,1,39,2011-03-30 23:00:00,38
720,0,10,2011-03-31 00:00:00,9
721,0,5,2011-03-31 01:00:00,4
722,0,5,2011-03-31 02:00:00,7
723,0,3,2011-03-31 03:00:00,3
724,0,3,2011-03-31 04:00:00,2
725,0,10,2011-03-31 05:00:00,9
726,1,36,2011-03-31 06:00:00,34
727,5,82,2011-03-31 07:00:00,86
728,6,212,2011-03-31 08:00:00,284
729,4,75,2011-03-31 09:00:00,64
730,3,52,2011-03-31 10:00:00,33
731,3,56,2011-03-31 11:00:00,28
732,3,59,2011-03-31 12:00:00,28
733,3,80,2011-03-31 13:00:00,28
734,3,82,2011-03-31 14:00:00,27
735,4,43,2011-03-31 15:00:00,30
736,5,93,2011-03-31 16:00:00,84
737,6,197,2011-03-31 17:00:00,201
738,6,194,2011-03-31 18:00:00,217
739,7,139,2011-03-31 19:00:00,165
740,5,62,2011-03-31 20:00:00,80
741,5,74,2011-03-31 21:00:00,64
742,4,44,2011-03-31 22:00:00,38
743,1,44,2011-03-31 23:00:00,41
744,9,40,2011-04-20 00:00:00,34
745,3,14,2011-04-20 01:00:00,9
746,1,9,2011-04-20 02:00:00,8
747,1,5,2011-04-20 03:00:00,5
748,1,5,2011-04-20 04:00:00,3
749,1,15,2011-04-20 05:00:00,13
750,3,76,2011-04-20 06:00:00,71
751,13,235,2011-04-20 07:00:00,216
752,32,420,2011-04-20 08:00:00,413
753,31,214,2011-04-20 09:00:00,180
754,37,136,2011-04-20 10:00:00,94
755,38,134,2011-04-20 11:00:00,106
756,43,197,2011-04-20 12:00:00,149
757,47,193,2011-04-20 13:00:00,141
758,53,169,2011-04-20 14:00:00,112
759,48,179,2011-04-20 15:00:00,132
760,59,298,2011-04-20 16:00:00,247
761,67,509,2011-04-20 17:00:00,444
762,68,483,2011-04-20 18:00:00,415
763,60,355,2011-04-20 19:00:00,280
764,51,277,2011-04-20 20:00:00,194
765,42,198,2011-04-20 21:00:00,170
766,27,143,2011-04-20 22:00:00,126
767,22,103,2011-04-20 23:00:00,80
768,8,46,2011-04-21 00:00:00,35
769,2,15,2011-04-21 01:00:00,12
770,4,12,2011-04-21 02:00:00,7
771,1,3,2011-04-21 03:00:00,3
772,1,3,2011-04-21 04:00:00,3
773,1,18,2011-04-21 05:00:00,18
774,3,49,2011-04-21 06:00:00,52
775,7,172,2011-04-21 07:00:00,185
776,14,272,2011-04-21 08:00:00,390
777,17,172,2011-04-21 09:00:00,168
778,19,99,2011-04-21 10:00:00,62
779,26,156,2011-04-21 11:00:00,95
780,32,176,2011-04-21 12:00:00,120
781,30,143,2011-04-21 13:00:00,145
782,30,124,2011-04-21 14:00:00,108
783,29,153,2011-04-21 15:00:00,148
784,33,241,2011-04-21 16:00:00,212
785,47,432,2011-04-21 17:00:00,398
786,48,360,2011-04-21 18:00:00,294
787,37,227,2011-04-21 19:00:00,210
788,34,188,2011-04-21 20:00:00,172
789,15,104,2011-04-21 21:00:00,100
790,22,77,2011-04-21 22:00:00,82
791,12,55,2011-04-21 23:00:00,63
792,3,24,2011-04-22 00:00:00,20
793,1,13,2011-04-22 01:00:00,8
794,1,8,2011-04-22 02:00:00,6
795,1,3,2011-04-22 03:00:00,2
796,0,2,2011-04-22 04:00:00,2
797,1,19,2011-04-22 05:00:00,16
798,2,70,2011-04-22 06:00:00,64
799,7,155,2011-04-22 07:00:00,175
800,14,276,2011-04-22 08:00:00,378
801,11,158,2011-04-22 09:00:00,123
802,15,102,2011-04-22 10:00:00,70
803,12,119,2011-04-22 11:00:00,84
804,7,121,2011-04-22 12:00:00,58
805,4,83,2011-04-22 13:00:00,38
806,3,62,2011-04-22 14:00:00,37
807,4,86,2011-04-22 15:00:00,37
808,5,145,2011-04-22 16:00:00,108
809,6,146,2011-04-22 17:00:00,162
810,6,114,2011-04-22 18:00:00,140
811,4,95,2011-04-22 19:00:00,128
812,5,77,2011-04-22 20:00:00,79
813,6,63,2011-04-22 21:00:00,52
814,6,53,2011-04-22 22:00:00,54
815,6,51,2011-04-22 23:00:00,45
816,4,34,2011-04-23 00:00:00,31
817,4,28,2011-04-23 01:00:00,24
818,4,28,2011-04-23 02:00:00,21
819,5,20,2011-04-23 03:00:00,12
820,1,6,2011-04-23 04:00:00,5
821,0,6,2011-04-23 05:00:00,6
822,1,14,2011-04-23 06:00:00,12
823,6,74,2011-04-23 07:00:00,14
824,11,57,2011-04-23 08:00:00,44
825,33,72,2011-04-23 09:00:00,52
826,50,143,2011-04-23 10:00:00,101
827,63,177,2011-04-23 11:00:00,148
828,52,234,2011-04-23 12:00:00,57
829,61,243,2011-04-23 13:00:00,75
830,119,310,2011-04-23 14:00:00,154
831,146,381,2011-04-23 15:00:00,200
832,153,322,2011-04-23 16:00:00,224
833,136,333,2011-04-23 17:00:00,205
834,86,269,2011-04-23 18:00:00,187
835,66,236,2011-04-23 19:00:00,153
836,38,158,2011-04-23 20:00:00,104
837,36,156,2011-04-23 21:00:00,102
838,37,128,2011-04-23 22:00:00,91
839,22,76,2011-04-23 23:00:00,58
840,24,99,2011-04-24 00:00:00,80
841,14,64,2011-04-24 01:00:00,54
842,13,50,2011-04-24 02:00:00,39
843,8,28,2011-04-24 03:00:00,21
844,3,9,2011-04-24 04:00:00,6
845,3,11,2011-04-24 05:00:00,7
846,4,13,2011-04-24 06:00:00,10
847,5,46,2011-04-24 07:00:00,27
848,21,96,2011-04-24 08:00:00,64
849,42,135,2011-04-24 09:00:00,98
850,92,234,2011-04-24 10:00:00,151
851,136,355,2011-04-24 11:00:00,230
852,137,371,2011-04-24 12:00:00,232
853,160,384,2011-04-24 13:00:00,237
854,166,406,2011-04-24 14:00:00,238
855,162,395,2011-04-24 15:00:00,234
856,161,417,2011-04-24 16:00:00,255
857,146,366,2011-04-24 17:00:00,228
858,102,307,2011-04-24 18:00:00,210
859,70,254,2011-04-24 19:00:00,155
860,62,177,2011-04-24 20:00:00,110
861,25,72,2011-04-24 21:00:00,56
862,13,55,2011-04-24 22:00:00,37
863,12,54,2011-04-24 23:00:00,40
864,6,25,2011-04-25 00:00:00,17
865,4,13,2011-04-25 01:00:00,8
866,3,12,2011-04-25 02:00:00,8
867,1,4,2011-04-25 03:00:00,2
868,1,5,2011-04-25 04:00:00,3
869,1,16,2011-04-25 05:00:00,14
870,6,75,2011-04-25 06:00:00,73
871,15,254,2011-04-25 07:00:00,220
872,24,341,2011-04-25 08:00:00,372
873,28,190,2011-04-25 09:00:00,172
874,34,120,2011-04-25 10:00:00,92
875,36,130,2011-04-25 11:00:00,101
876,38,166,2011-04-25 12:00:00,134
877,48,211,2011-04-25 13:00:00,163
878,50,194,2011-04-25 14:00:00,136
879,50,199,2011-04-25 15:00:00,148
880,58,285,2011-04-25 16:00:00,232
881,65,513,2011-04-25 17:00:00,456
882,61,479,2011-04-25 18:00:00,415
883,54,337,2011-04-25 19:00:00,264
884,44,260,2011-04-25 20:00:00,205
885,42,206,2011-04-25 21:00:00,167
886,27,110,2011-04-25 22:00:00,102
887,16,77,2011-04-25 23:00:00,64
888,10,46,2011-04-26 00:00:00,35
889,4,18,2011-04-26 01:00:00,16
890,2,9,2011-04-26 02:00:00,4
891,1,3,2011-04-26 03:00:00,2
892,1,4,2011-04-26 04:00:00,2
893,0,23,2011-04-26 05:00:00,21
894,8,106,2011-04-26 06:00:00,98
895,20,299,2011-04-26 07:00:00,286
896,26,422,2011-04-26 08:00:00,389
897,33,205,2011-04-26 09:00:00,169
898,32,128,2011-04-26 10:00:00,92
899,40,153,2011-04-26 11:00:00,105
900,46,200,2011-04-26 12:00:00,145
901,49,188,2011-04-26 13:00:00,125
902,48,177,2011-04-26 14:00:00,122
903,46,178,2011-04-26 15:00:00,127
904,56,277,2011-04-26 16:00:00,224
905,69,554,2011-04-26 17:00:00,483
906,68,479,2011-04-26 18:00:00,405
907,50,271,2011-04-26 19:00:00,208
908,46,228,2011-04-26 20:00:00,197
909,39,173,2011-04-26 21:00:00,149
910,22,143,2011-04-26 22:00:00,120
911,16,87,2011-04-26 23:00:00,76
912,11,31,2011-04-27 00:00:00,23
913,5,16,2011-04-27 01:00:00,10
914,3,9,2011-04-27 02:00:00,5
915,0,3,2011-04-27 03:00:00,2
916,1,4,2011-04-27 04:00:00,2
917,0,14,2011-04-27 05:00:00,14
918,4,95,2011-04-27 06:00:00,86
919,15,271,2011-04-27 07:00:00,267
920,21,324,2011-04-27 08:00:00,317
921,28,188,2011-04-27 09:00:00,167
922,36,101,2011-04-27 10:00:00,69
923,38,105,2011-04-27 11:00:00,80
924,42,161,2011-04-27 12:00:00,107
925,39,158,2011-04-27 13:00:00,108
926,40,156,2011-04-27 14:00:00,124
927,47,174,2011-04-27 15:00:00,118
928,57,277,2011-04-27 16:00:00,216
929,37,368,2011-04-27 17:00:00,347
930,37,327,2011-04-27 18:00:00,310
931,46,320,2011-04-27 19:00:00,267
932,32,224,2011-04-27 20:00:00,184
933,30,136,2011-04-27 21:00:00,108
934,19,98,2011-04-27 22:00:00,80
935,17,94,2011-04-27 23:00:00,84
936,13,41,2011-04-28 00:00:00,26
937,3,14,2011-04-28 01:00:00,8
938,0,5,2011-04-28 02:00:00,5
939,1,4,2011-04-28 03:00:00,3
940,1,4,2011-04-28 04:00:00,2
941,1,21,2011-04-28 05:00:00,21
942,5,98,2011-04-28 06:00:00,94
943,20,287,2011-04-28 07:00:00,292
944,30,406,2011-04-28 08:00:00,380
945,20,181,2011-04-28 09:00:00,169
946,31,105,2011-04-28 10:00:00,82
947,35,107,2011-04-28 11:00:00,78
948,39,164,2011-04-28 12:00:00,114
949,38,138,2011-04-28 13:00:00,101
950,39,140,2011-04-28 14:00:00,99
951,52,172,2011-04-28 15:00:00,126
952,45,240,2011-04-28 16:00:00,170
953,65,552,2011-04-28 17:00:00,470
954,62,462,2011-04-28 18:00:00,398
955,53,353,2011-04-28 19:00:00,279
956,39,216,2011-04-28 20:00:00,200
957,34,170,2011-04-28 21:00:00,159
958,28,136,2011-04-28 22:00:00,121
959,29,106,2011-04-28 23:00:00,86
960,6,42,2011-04-29 00:00:00,32
961,8,20,2011-04-29 01:00:00,13
962,5,10,2011-04-29 02:00:00,7
963,2,6,2011-04-29 03:00:00,3
964,3,6,2011-04-29 04:00:00,3
965,2,22,2011-04-29 05:00:00,18
966,7,92,2011-04-29 06:00:00,87
967,18,277,2011-04-29 07:00:00,245
968,32,432,2011-04-29 08:00:00,417
969,31,206,2011-04-29 09:00:00,178
970,30,145,2011-04-29 10:00:00,99
971,41,161,2011-04-29 11:00:00,112
972,33,177,2011-04-29 12:00:00,142
973,33,166,2011-04-29 13:00:00,134
974,39,180,2011-04-29 14:00:00,145
975,34,154,2011-04-29 15:00:00,116
976,42,197,2011-04-29 16:00:00,172
977,49,360,2011-04-29 17:00:00,301
978,45,354,2011-04-29 18:00:00,299
979,29,229,2011-04-29 19:00:00,212
980,25,169,2011-04-29 20:00:00,155
981,21,118,2011-04-29 21:00:00,102
982,16,94,2011-04-29 22:00:00,80
983,20,62,2011-04-29 23:00:00,46
984,9,48,2011-04-30 00:00:00,44
985,10,42,2011-04-30 01:00:00,36
986,8,39,2011-04-30 02:00:00,35
987,7,22,2011-04-30 03:00:00,10
988,2,7,2011-04-30 04:00:00,4
989,3,6,2011-04-30 05:00:00,5
990,3,19,2011-04-30 06:00:00,15
991,5,52,2011-04-30 07:00:00,47
992,12,98,2011-04-30 08:00:00,55
993,41,159,2011-04-30 09:00:00,102
994,123,277,2011-04-30 10:00:00,130
995,154,320,2011-04-30 11:00:00,170
996,169,350,2011-04-30 12:00:00,187
997,174,359,2011-04-30 13:00:00,183
998,162,361,2011-04-30 14:00:00,170
999,174,366,2011-04-30 15:00:00,194
1000,154,368,2011-04-30 16:00:00,216
1001,144,314,2011-04-30 17:00:00,198
1002,98,284,2011-04-30 18:00:00,174
1003,66,243,2011-04-30 19:00:00,166
1004,34,140,2011-04-30 20:00:00,96
1005,28,98,2011-04-30 21:00:00,61
1006,17,81,2011-04-30 22:00:00,58
1007,16,63,2011-04-30 23:00:00,48
1008,18,36,2011-05-20 00:00:00,27
1009,12,21,2011-05-20 01:00:00,9
1010,2,9,2011-05-20 02:00:00,5
1011,1,5,2011-05-20 03:00:00,4
1012,1,4,2011-05-20 04:00:00,3
1013,1,19,2011-05-20 05:00:00,17
1014,6,79,2011-05-20 06:00:00,74
1015,22,295,2011-05-20 07:00:00,254
1016,28,429,2011-05-20 08:00:00,400
1017,28,198,2011-05-20 09:00:00,169
1018,32,126,2011-05-20 10:00:00,98
1019,34,145,2011-05-20 11:00:00,111
1020,43,196,2011-05-20 12:00:00,145
1021,41,180,2011-05-20 13:00:00,138
1022,43,174,2011-05-20 14:00:00,130
1023,52,172,2011-05-20 15:00:00,120
1024,56,292,2011-05-20 16:00:00,249
1025,53,387,2011-05-20 17:00:00,354
1026,59,510,2011-05-20 18:00:00,457
1027,58,363,2011-05-20 19:00:00,311
1028,42,255,2011-05-20 20:00:00,205
1029,31,206,2011-05-20 21:00:00,178
1030,21,130,2011-05-20 22:00:00,117
1031,14,78,2011-05-20 23:00:00,69
1032,22,98,2011-05-21 00:00:00,78
1033,17,78,2011-05-21 01:00:00,62
1034,16,60,2011-05-21 02:00:00,44
1035,8,25,2011-05-21 03:00:00,16
1036,2,6,2011-05-21 04:00:00,5
1037,2,10,2011-05-21 05:00:00,7
1038,6,17,2011-05-21 06:00:00,11
1039,13,53,2011-05-21 07:00:00,36
1040,26,105,2011-05-21 08:00:00,72
1041,56,188,2011-05-21 09:00:00,140
1042,113,287,2011-05-21 10:00:00,179
1043,140,365,2011-05-21 11:00:00,224
1044,145,393,2011-05-21 12:00:00,236
1045,156,389,2011-05-21 13:00:00,229
1046,148,397,2011-05-21 14:00:00,241
1047,157,407,2011-05-21 15:00:00,240
1048,157,424,2011-05-21 16:00:00,249
1049,136,349,2011-05-21 17:00:00,206
1050,122,337,2011-05-21 18:00:00,209
1051,129,326,2011-05-21 19:00:00,211
1052,72,228,2011-05-21 20:00:00,164
1053,50,206,2011-05-21 21:00:00,131
1054,36,126,2011-05-21 22:00:00,95
1055,26,85,2011-05-21 23:00:00,66
1056,26,99,2011-05-22 00:00:00,77
1057,13,67,2011-05-22 01:00:00,58
1058,14,55,2011-05-22 02:00:00,40
1059,7,28,2011-05-22 03:00:00,20
1060,3,10,2011-05-22 04:00:00,7
1061,3,12,2011-05-22 05:00:00,8
1062,3,15,2011-05-22 06:00:00,11
1063,11,47,2011-05-22 07:00:00,33
1064,25,103,2011-05-22 08:00:00,75
1065,59,186,2011-05-22 09:00:00,125
1066,107,259,2011-05-22 10:00:00,171
1067,133,366,2011-05-22 11:00:00,229
1068,148,387,2011-05-22 12:00:00,237
1069,151,389,2011-05-22 13:00:00,225
1070,120,317,2011-05-22 14:00:00,206
1071,150,385,2011-05-22 15:00:00,222
1072,157,392,2011-05-22 16:00:00,242
1073,150,387,2011-05-22 17:00:00,244
1074,126,357,2011-05-22 18:00:00,230
1075,106,317,2011-05-22 19:00:00,217
1076,78,241,2011-05-22 20:00:00,170
1077,51,167,2011-05-22 21:00:00,111
1078,33,135,2011-05-22 22:00:00,91
1079,28,74,2011-05-22 23:00:00,63
1080,6,27,2011-05-23 00:00:00,18
1081,4,16,2011-05-23 01:00:00,11
1082,1,6,2011-05-23 02:00:00,6
1083,1,4,2011-05-23 03:00:00,2
1084,1,5,2011-05-23 04:00:00,3
1085,1,15,2011-05-23 05:00:00,14
1086,6,86,2011-05-23 06:00:00,77
1087,15,268,2011-05-23 07:00:00,252
1088,20,334,2011-05-23 08:00:00,338
1089,24,192,2011-05-23 09:00:00,181
1090,30,119,2011-05-23 10:00:00,89
1091,40,155,2011-05-23 11:00:00,103
1092,46,178,2011-05-23 12:00:00,137
1093,45,182,2011-05-23 13:00:00,124
1094,42,154,2011-05-23 14:00:00,106
1095,43,156,2011-05-23 15:00:00,112
1096,56,291,2011-05-23 16:00:00,235
1097,52,436,2011-05-23 17:00:00,370
1098,63,479,2011-05-23 18:00:00,427
1099,56,360,2011-05-23 19:00:00,321
1100,34,229,2011-05-23 20:00:00,186
1101,29,125,2011-05-23 21:00:00,97
1102,22,129,2011-05-23 22:00:00,106
1103,19,96,2011-05-23 23:00:00,89
1104,4,22,2011-05-24 00:00:00,17
1105,1,10,2011-05-24 01:00:00,9
1106,1,7,2011-05-24 02:00:00,8
1107,1,5,2011-05-24 03:00:00,3
1108,2,6,2011-05-24 04:00:00,3
1109,0,14,2011-05-24 05:00:00,14
1110,3,95,2011-05-24 06:00:00,86
1111,14,177,2011-05-24 07:00:00,150
1112,12,324,2011-05-24 08:00:00,271
1113,32,210,2011-05-24 09:00:00,180
1114,32,126,2011-05-24 10:00:00,94
1115,38,145,2011-05-24 11:00:00,100
1116,47,194,2011-05-24 12:00:00,146
1117,45,190,2011-05-24 13:00:00,145
1118,49,180,2011-05-24 14:00:00,134
1119,48,175,2011-05-24 15:00:00,112
1120,54,280,2011-05-24 16:00:00,241
1121,61,425,2011-05-24 17:00:00,390
1122,64,505,2011-05-24 18:00:00,434
1123,48,292,2011-05-24 19:00:00,266
1124,40,235,2011-05-24 20:00:00,190
1125,40,180,2011-05-24 21:00:00,145
1126,16,64,2011-05-24 22:00:00,56
1127,23,93,2011-05-24 23:00:00,73
1128,5,27,2011-05-25 00:00:00,22
1129,3,13,2011-05-25 01:00:00,8
1130,2,7,2011-05-25 02:00:00,6
1131,1,5,2011-05-25 03:00:00,4
1132,1,5,2011-05-25 04:00:00,4
1133,3,26,2011-05-25 05:00:00,22
1134,4,94,2011-05-25 06:00:00,85
1135,20,326,2011-05-25 07:00:00,301
1136,31,423,2011-05-25 08:00:00,411
1137,35,209,2011-05-25 09:00:00,181
1138,37,144,2011-05-25 10:00:00,101
1139,46,144,2011-05-25 11:00:00,98
1140,55,207,2011-05-25 12:00:00,147
1141,55,206,2011-05-25 13:00:00,142
1142,64,192,2011-05-25 14:00:00,126
1143,48,193,2011-05-25 15:00:00,145
1144,53,268,2011-05-25 16:00:00,236
1145,82,554,2011-05-25 17:00:00,486
1146,77,533,2011-05-25 18:00:00,441
1147,66,413,2011-05-25 19:00:00,334
1148,54,309,2011-05-25 20:00:00,265
1149,35,187,2011-05-25 21:00:00,166
1150,28,122,2011-05-25 22:00:00,105
1151,22,106,2011-05-25 23:00:00,74
1152,17,65,2011-05-26 00:00:00,53
1153,9,21,2011-05-26 01:00:00,20
1154,1,7,2011-05-26 02:00:00,6
1155,1,4,2011-05-26 03:00:00,3
1156,2,6,2011-05-26 04:00:00,3
1157,2,20,2011-05-26 05:00:00,19
1158,4,82,2011-05-26 06:00:00,73
1159,14,250,2011-05-26 07:00:00,251
1160,26,434,2011-05-26 08:00:00,406
1161,29,202,2011-05-26 09:00:00,168
1162,31,123,2011-05-26 10:00:00,90
1163,40,144,2011-05-26 11:00:00,107
1164,43,186,2011-05-26 12:00:00,139
1165,46,191,2011-05-26 13:00:00,146
1166,47,176,2011-05-26 14:00:00,125
1167,52,175,2011-05-26 15:00:00,133
1168,55,284,2011-05-26 16:00:00,225
1169,73,555,2011-05-26 17:00:00,467
1170,75,516,2011-05-26 18:00:00,432
1171,68,358,2011-05-26 19:00:00,301
1172,59,309,2011-05-26 20:00:00,244
1173,34,199,2011-05-26 21:00:00,155
1174,30,166,2011-05-26 22:00:00,135
1175,22,127,2011-05-26 23:00:00,95
1176,9,42,2011-05-27 00:00:00,34
1177,5,16,2011-05-27 01:00:00,12
1178,2,11,2011-05-27 02:00:00,6
1179,1,4,2011-05-27 03:00:00,3
1180,1,4,2011-05-27 04:00:00,3
1181,1,27,2011-05-27 05:00:00,24
1182,8,107,2011-05-27 06:00:00,97
1183,22,320,2011-05-27 07:00:00,300
1184,31,443,2011-05-27 08:00:00,405
1185,28,208,2011-05-27 09:00:00,180
1186,37,115,2011-05-27 10:00:00,83
1187,38,150,2011-05-27 11:00:00,110
1188,42,186,2011-05-27 12:00:00,137
1189,56,208,2011-05-27 13:00:00,142
1190,52,191,2011-05-27 14:00:00,135
1191,50,189,2011-05-27 15:00:00,152
1192,52,279,2011-05-27 16:00:00,227
1193,75,541,2011-05-27 17:00:00,465
1194,66,447,2011-05-27 18:00:00,404
1195,41,314,2011-05-27 19:00:00,273
1196,41,216,2011-05-27 20:00:00,176
1197,31,172,2011-05-27 21:00:00,152
1198,32,144,2011-05-27 22:00:00,116
1199,20,76,2011-05-27 23:00:00,63
1200,26,106,2011-05-28 00:00:00,79
1201,13,82,2011-05-28 01:00:00,67
1202,13,56,2011-05-28 02:00:00,40
1203,8,28,2011-05-28 03:00:00,19
1204,3,8,2011-05-28 04:00:00,4
1205,4,10,2011-05-28 05:00:00,6
1206,3,14,2011-05-28 06:00:00,10
1207,12,40,2011-05-28 07:00:00,28
1208,22,101,2011-05-28 08:00:00,71
1209,62,185,2011-05-28 09:00:00,124
1210,95,279,2011-05-28 10:00:00,179
1211,121,350,2011-05-28 11:00:00,234
1212,144,367,2011-05-28 12:00:00,237
1213,147,364,2011-05-28 13:00:00,228
1214,166,389,2011-05-28 14:00:00,238
1215,168,407,2011-05-28 15:00:00,246
1216,166,435,2011-05-28 16:00:00,270
1217,153,392,2011-05-28 17:00:00,247
1218,124,349,2011-05-28 18:00:00,225
1219,104,299,2011-05-28 19:00:00,209
1220,92,284,2011-05-28 20:00:00,170
1221,59,190,2011-05-28 21:00:00,124
1222,37,156,2011-05-28 22:00:00,115
1223,39,129,2011-05-28 23:00:00,97
1224,21,117,2011-05-29 00:00:00,86
1225,12,85,2011-05-29 01:00:00,70
1226,13,59,2011-05-29 02:00:00,41
1227,7,25,2011-05-29 03:00:00,19
1228,3,7,2011-05-29 04:00:00,4
1229,4,12,2011-05-29 05:00:00,8
1230,3,14,2011-05-29 06:00:00,10
1231,6,30,2011-05-29 07:00:00,23
1232,20,85,2011-05-29 08:00:00,60
1233,30,124,2011-05-29 09:00:00,85
1234,85,214,2011-05-29 10:00:00,144
1235,78,289,2011-05-29 11:00:00,191
1236,117,316,2011-05-29 12:00:00,196
1237,154,374,2011-05-29 13:00:00,232
1238,139,361,2011-05-29 14:00:00,228
1239,147,385,2011-05-29 15:00:00,236
1240,147,389,2011-05-29 16:00:00,239
1241,146,364,2011-05-29 17:00:00,203
1242,95,260,2011-05-29 18:00:00,174
1243,86,250,2011-05-29 19:00:00,173
1244,87,232,2011-05-29 20:00:00,138
1245,53,149,2011-05-29 21:00:00,101
1246,37,122,2011-05-29 22:00:00,88
1247,44,138,2011-05-29 23:00:00,101
1248,35,99,2011-05-30 00:00:00,64
1249,18,88,2011-05-30 01:00:00,57
1250,15,51,2011-05-30 02:00:00,30
1251,10,21,2011-05-30 03:00:00,16
1252,3,10,2011-05-30 04:00:00,6
1253,3,12,2011-05-30 05:00:00,8
1254,2,36,2011-05-30 06:00:00,35
1255,6,54,2011-05-30 07:00:00,48
1256,29,109,2011-05-30 08:00:00,66
1257,100,192,2011-05-30 09:00:00,116
1258,125,278,2011-05-30 10:00:00,145
1259,165,357,2011-05-30 11:00:00,160
1260,184,382,2011-05-30 12:00:00,174
1261,181,380,2011-05-30 13:00:00,172
1262,187,380,2011-05-30 14:00:00,165
1263,177,357,2011-05-30 15:00:00,169
1264,182,403,2011-05-30 16:00:00,198
1265,183,387,2011-05-30 17:00:00,209
1266,172,380,2011-05-30 18:00:00,203
1267,56,237,2011-05-30 19:00:00,183
1268,151,341,2011-05-30 20:00:00,171
1269,125,321,2011-05-30 21:00:00,180
1270,66,257,2011-05-30 22:00:00,152
1271,29,101,2011-05-30 23:00:00,82
1272,8,29,2011-05-31 00:00:00,20
1273,4,16,2011-05-31 01:00:00,13
1274,1,7,2011-05-31 02:00:00,7
1275,1,3,2011-05-31 03:00:00,2
1276,1,5,2011-05-31 04:00:00,3
1277,1,22,2011-05-31 05:00:00,21
1278,9,110,2011-05-31 06:00:00,100
1279,21,285,2011-05-31 07:00:00,256
1280,38,463,2011-05-31 08:00:00,425
1281,31,198,2011-05-31 09:00:00,165
1282,37,111,2011-05-31 10:00:00,77
1283,39,142,2011-05-31 11:00:00,100
1284,39,183,2011-05-31 12:00:00,144
1285,40,156,2011-05-31 13:00:00,117
1286,42,152,2011-05-31 14:00:00,108
1287,45,160,2011-05-31 15:00:00,115
1288,36,235,2011-05-31 16:00:00,191
1289,63,521,2011-05-31 17:00:00,460
1290,65,521,2011-05-31 18:00:00,453
1291,63,361,2011-05-31 19:00:00,289
1292,55,290,2011-05-31 20:00:00,220
1293,41,196,2011-05-31 21:00:00,158
1294,27,150,2011-05-31 22:00:00,120
1295,19,81,2011-05-31 23:00:00,72
1296,10,35,2011-06-20 00:00:00,30
1297,5,17,2011-06-20 01:00:00,12
1298,1,7,2011-06-20 02:00:00,6
1299,1,3,2011-06-20 03:00:00,2
1300,0,3,2011-06-20 04:00:00,3
1301,0,18,2011-06-20 05:00:00,16
1302,4,97,2011-06-20 06:00:00,92
1303,10,154,2011-06-20 07:00:00,130
1304,13,293,2011-06-20 08:00:00,268
1305,32,199,2011-06-20 09:00:00,171
1306,34,103,2011-06-20 10:00:00,78
1307,35,113,2011-06-20 11:00:00,83
1308,48,173,2011-06-20 12:00:00,123
1309,48,180,2011-06-20 13:00:00,145
1310,50,173,2011-06-20 14:00:00,125
1311,50,174,2011-06-20 15:00:00,123
1312,62,309,2011-06-20 16:00:00,252
1313,65,416,2011-06-20 17:00:00,387
1314,72,517,2011-06-20 18:00:00,443
1315,59,337,2011-06-20 19:00:00,283
